congress,chamber,chamber_id,icpsr_id,state_icpsr,district_code,abbrev,party_code,party,born,died,speaker,firstname,stanford_core_id,repeat_last_name,new_core_id
115,House,0,21346,47,8,NC,200,republican,1971,,HUDSON,Richard,12234,,
115,House,0,21303,71,2,CA,100,democrat,1964,,HUFFMAN,Jared,12200,,
115,House,0,21142,23,2,MI,200,republican,1969,,HUIZENGA,Bill,11985,,
115,House,0,21129,21,14,IL,200,republican,1966,,HULTGREN,Randy,11986,,
115,House,0,20963,71,50,CA,200,republican,1976,,HUNTER,Duncan Duane,11987,,
115,House,0,21550,49,23,TX,200,republican,1977,,HURD,William Ballard,12326,,
115,Senate,1,15424,53,0,OK,200,republican,1934,,INHOFE,James Mountain,11835,,
115,Senate,1,29909,44,0,GA,200,republican,1944,,ISAKSON,Johnny,11989,,
115,House,0,20107,71,49,CA,200,republican,1953,,ISSA,Darrell,11991,,
115,House,0,29573,49,18,TX,100,democrat,1950,,JACKSON LEE,Sheila,11992,,
115,House,0,21343,13,8,NY,100,democrat,1970,,JEFFRIES,Hakeem,12244,,
115,House,0,20915,32,2,KS,200,republican,1963,,JENKINS,Lynn,11993,x,
115,House,0,21558,56,3,WV,200,republican,1960,,JENKINS,Evan H.,12335,x,
115,House,0,21162,24,6,OH,200,republican,1954,,JOHNSON,Bill,11994,x,
115,House,0,39305,49,30,TX,100,democrat,1935,,JOHNSON,Eddie Bernice,11995,x,
115,House,0,20712,44,4,GA,100,democrat,1954,,JOHNSON,Hank,11996,x,
115,Senate,1,41111,25,0,WI,200,republican,1955,,JOHNSON,Ron,11997,x,
115,House,0,29143,49,3,TX,200,republican,1930,,JOHNSON,Sam,11998,x,
115,House,0,20738,24,4,OH,200,republican,1964,,JORDAN,Jim,12000,,
115,House,0,21353,24,14,OH,200,republican,1957,,JOYCE,David,12249,,
115,Senate,1,41305,40,0,VA,100,democrat,1958,,KAINE,Timothy Michael (Tim),12264,,
115,House,0,15029,24,9,OH,100,democrat,1946,,KAPTUR,Marcia Carolyn (Marcy),12001,,
115,House,0,21542,13,24,NY,200,republican,1962,,KATKO,John,12321,,
115,House,0,21140,3,9,MA,100,democrat,1952,,KEATING,William R.,12002,,
115,House,0,21167,14,3,PA,200,republican,1948,,KELLY,Mike,12003,x,
115,House,0,21371,21,2,IL,100,democrat,1956,,KELLY,Robin L.,12268,x,
115,House,0,21561,46,1,MS,200,republican,1966,,KELLY,Trent,12345,x,
115,House,0,21372,23,5,MI,100,democrat,1958,,KILDEE,Dan,12230,,
115,House,0,21368,73,6,WA,100,democrat,1974,,KILMER,Derek,12265,,
115,House,0,29769,25,3,WI,100,democrat,1963,,KIND,Ron,12004,,
115,House,0,29375,13,2,NY,200,republican,1944,,KING,Peter T.,12005,x,
115,House,0,20325,31,4,IA,200,republican,1949,,KING,Steve,12006,x,
115,Senate,1,41300,2,0,ME,328,independent,1944,,KING,Angus Stanley,12229,x,
115,House,0,21128,21,16,IL,200,republican,1978,,KINZINGER,Adam,12007,,
115,Senate,1,40700,33,0,MN,100,democrat,1960,,KLOBUCHAR,Amy,11818,,
115,House,0,21505,71,25,CA,200,republican,1966,,KNIGHT,Steve,12287,,
115,House,0,21340,4,2,NH,100,democrat,1956,,KUSTER,Ann McLane,12241,,
115,House,0,21125,63,1,ID,200,republican,1967,,LABRADOR,Raul,12010,,
115,House,0,21562,21,18,IL,200,republican,1968,,LaHOOD,Darin,12346,,
115,House,0,21302,71,1,CA,200,republican,1960,,LaMALFA,Doug,12199,,
115,House,0,20704,62,5,CO,200,republican,1954,,LAMBORN,Doug,12011,,
115,House,0,20929,12,7,NJ,200,republican,1952,,LANCE,Leonard,12012,,
115,House,0,20136,5,2,RI,100,democrat,1964,,LANGEVIN,James,12013,,
115,Senate,1,21166,53,0,OK,200,republican,1968,,LANKFORD,James,12014,,
115,House,0,20145,73,2,WA,100,democrat,1965,,LARSEN,Richard Ray (Rick),12015,,
115,House,0,29908,1,1,CT,100,democrat,1948,,LARSON,John B.,12016,,
115,House,0,20755,24,5,OH,200,republican,1956,,LATTA,Robert E.,12017,,
115,House,0,21530,23,14,MI,100,democrat,1954,,LAWRENCE,Brenda L,12310,,
115,Senate,1,14307,6,0,VT,100,democrat,1940,,LEAHY,Patrick Joseph,12018,,
115,House,0,29778,71,13,CA,100,democrat,1946,,LEE,Barbara,12019,x,
115,Senate,1,41110,67,0,UT,200,republican,1971,,LEE,Mike,12020,x,
115,House,0,15033,23,9,MI,100,democrat,1931,,LEVIN,Sander Martin,12021,,
115,House,0,21507,71,33,CA,100,democrat,1969,,LIEU,Ted,12289,,
115,House,0,20508,21,3,IL,100,democrat,1966,,LIPINSKI,Daniel,12023,,
115,House,0,29539,12,2,NJ,200,republican,1946,,LoBIONDO,Frank A.,12024,,
115,House,0,20720,31,2,IA,100,democrat,1952,,LOEBSACK,Dave,12025,,
115,House,0,29504,71,19,CA,100,democrat,1947,,LOFGREN,Zoe,12026,,
115,House,0,21150,34,7,MO,200,republican,1955,,LONG,Billy,12027,,
115,House,0,21515,44,11,GA,200,republican,1963,,LOUDERMILK,Barry D.,12297,,
115,House,0,21552,67,4,UT,200,republican,1975,,LOVE,Ludmya Bourdeau (Mia),12328,,
115,House,0,21313,71,47,CA,100,democrat,1941,,LOWENTHAL,Alan,12209,,
115,House,0,15612,13,17,NY,100,democrat,1937,,LOWEY,Nita M.,12028,,
115,House,0,29393,53,3,OK,200,republican,1960,,LUCAS,Frank D.,12029,,
115,House,0,20926,34,3,MO,200,republican,1952,,LUETKEMEYER,Blaine,12030,,
115,House,0,20932,66,3,NM,100,democrat,1972,,LUJAN,Ben Ray,12031,,
115,House,0,21341,66,1,NM,100,democrat,1959,,LUJAN GRISHAM,Michelle,12242,,
115,House,0,20119,3,8,MA,100,democrat,1955,,LYNCH,Stephen F.,12033,,
115,House,0,21537,12,3,NJ,200,republican,1960,,MacARTHUR,Thomas Charles,12315,,
115,House,0,29379,13,12,NY,100,democrat,1946,,MALONEY,Carolyn Bosher,12034,x,
115,House,0,21344,13,18,NY,100,democrat,1966,,MALONEY,Sean Patrick,12245,x,
115,Senate,1,40915,56,0,WV,100,democrat,1947,,MANCHIN,Joe,11848,,
115,House,0,20532,49,24,TX,200,republican,1951,,MARCHANT,Kenny,12035,,
115,House,0,21170,14,10,PA,200,republican,1952,,MARINO,Thomas A.,12036,,
115,Senate,1,14435,3,0,MA,100,democrat,1946,,MARKEY,Edward John,12037,,
115,House,0,31102,51,4,KY,200,republican,1971,,MASSIE,Thomas,12189,,
115,House,0,20538,71,6,CA,100,democrat,1944,,MATSUI,Doris,12038,,
115,Senate,1,15039,61,0,AZ,200,republican,1936,2018,McCAIN,John Sidney,12039,,
115,House,0,20703,71,23,CA,200,republican,1965,,MCCARTHY,Kevin,12040,,
115,Senate,1,40701,34,0,MO,100,democrat,1953,,McCASKILL,Claire,11819,,
115,House,0,20530,49,10,TX,200,republican,1962,,McCAUL,Michael T.,12041,,
115,House,0,20903,71,4,CA,200,republican,1956,,McCLINTOCK,Tom,12042,,
115,House,0,20122,33,4,MN,100,democrat,1954,,McCOLLUM,Betty,12043,,
115,Senate,1,14921,51,0,KY,200,republican,1942,,McCONNELL,Addison Mitchell (Mitch),11836,,
115,House,0,29729,3,2,MA,100,democrat,1959,,McGOVERN,James P.,12045,,
115,House,0,20522,47,10,NC,200,republican,1975,,McHENRY,Patrick T.,12046,,
115,House,0,21188,56,1,WV,200,republican,1947,,McKINLEY,David,12047,,
115,House,0,20535,73,5,WA,200,republican,1969,,McMORRIS RODGERS,Cathy,12048,,
115,House,0,20702,71,9,CA,100,democrat,1951,,McNERNEY,Jerry,12049,,
115,House,0,21501,61,2,AZ,200,republican,1966,,McSALLY,Martha,12284,,
115,House,0,21348,47,11,NC,200,republican,1959,,MEADOWS,Mark,12236,,
115,House,0,21168,14,7,PA,200,republican,1955,,MEEHAN,Patrick,12050,,
115,House,0,29776,13,5,NY,100,democrat,1953,,MEEKS,Gregory W.,12051,,
115,Senate,1,29373,12,0,NJ,100,democrat,1954,,MENENDEZ,Robert,11820,,
115,House,0,21342,13,6,NY,100,democrat,1975,,MENG,Grace,12243,,
115,Senate,1,40908,72,0,OR,100,democrat,1956,,MERKLEY,Jeff,11837,,
115,House,0,21332,22,6,IN,200,republican,1969,,MESSER,Luke,12224,,
115,House,0,21526,23,4,MI,200,republican,1961,,MOOLENAAR,John,12306,,
115,House,0,21557,56,2,WV,200,republican,1971,,MOONEY,Alex X.,12334,,
115,House,0,20537,25,4,WI,100,democrat,1951,,MOORE,Gwendolynne S. (Gwen),12056,,
115,Senate,1,29722,32,0,KS,200,republican,1954,,MORAN,Jerry,12057,,
115,House,0,21525,3,6,MA,100,democrat,1978,,MOULTON,Seth,12304,,
115,House,0,21355,53,2,OK,200,republican,1977,,MULLIN,Markwayne,12251,,
115,House,0,21176,48,5,SC,200,republican,1967,,MULVANEY,Mick,12058,,
115,Senate,1,40300,81,0,AK,200,republican,1957,,MURKOWSKI,Lisa,12059,,
115,Senate,1,20707,1,0,CT,100,democrat,1973,,MURPHY,Christopher,12060,x,
115,House,0,20346,14,18,PA,200,republican,1952,,MURPHY,Timothy,12061,x,
115,Senate,1,49308,73,0,WA,100,democrat,1950,,MURRAY,Patty,12062,,
115,House,0,29377,13,10,NY,100,democrat,1947,,NADLER,Jerrold Lewis,12063,,
115,House,0,29903,71,32,CA,100,democrat,1936,,NAPOLITANO,Grace Flores,12064,,
115,House,0,15616,3,1,MA,100,democrat,1949,,NEAL,Richard Edmund,12065,,
115,Senate,1,14651,43,0,FL,100,democrat,1942,,NELSON,Clarence William (Bill),11821,,
115,House,0,21556,73,4,WA,200,republican,1955,,NEWHOUSE,Daniel Milton,12332,,
115,House,0,21177,37,1,SD,200,republican,1971,,NOEM,Kristi,12067,,
115,House,0,14263,33,8,MN,100,democrat,1943,,NOLAN,Richard Michael,12231,,
115,House,0,21536,12,1,NJ,100,democrat,1958,,NORCROSS,Donald,12277,,
115,House,0,20307,71,22,CA,200,republican,1973,,NUNES,Devin,12070,,
115,House,0,20948,49,22,TX,200,republican,1962,,OLSON,Pete,12071,,
115,House,0,21361,49,16,TX,100,democrat,1972,,OROURKE,Beto,12258,,
115,House,0,21148,46,4,MS,200,republican,1970,,PALAZZO,Steven,12072,,
115,House,0,15454,12,6,NJ,100,democrat,1951,,PALLONE,Frank,12073,,
115,House,0,21500,41,6,AL,200,republican,1954,,PALMER,Gary James,12281,,
115,House,0,29741,12,9,NJ,100,democrat,1937,,PASCRELL,William J.,12074,,
115,Senate,1,41104,51,0,KY,200,republican,1963,,PAUL,Rand,12075,,
115,House,0,20924,33,3,MN,200,republican,1965,,PAULSEN,Erik,12076,,
115,House,0,31103,12,10,NJ,100,democrat,1958,,PAYNE,Donald,12190,,
115,House,0,20337,66,2,NM,200,republican,1947,,PEARCE,Stevan,12077,,
115,House,0,15448,71,12,CA,100,democrat,1940,,PELOSI,Nancy,12078,,
115,Senate,1,41501,44,0,GA,200,republican,1949,,PERDUE,David Alfred,12338,,
115,House,0,20705,62,7,CO,100,democrat,1953,,PERLMUTTER,Ed,12079,,
115,House,0,21356,14,4,PA,200,republican,1962,,PERRY,Scott,12252,,
115,Senate,1,20923,23,0,MI,100,democrat,1958,,PETERS,Gary C.,12080,x,
115,House,0,21315,71,52,CA,100,democrat,1958,,PETERS,Scott,12211,x,
115,House,0,29127,33,7,MN,100,democrat,1944,,PETERSON,Collin Clark,12081,,
115,House,0,20920,2,1,ME,100,democrat,1955,,PINGREE,Chellie,12083,,
115,House,0,21347,47,9,NC,200,republican,1948,,PITTENGER,Robert,12235,,
115,House,0,21370,25,2,WI,100,democrat,1964,,POCAN,Mark,12267,,
115,House,0,20528,49,2,TX,200,republican,1948,,POE,Ted,12085,,
115,House,0,21524,2,2,ME,200,republican,1953,,POLIQUIN,Bruce Lee,12305,,
115,House,0,20904,62,2,CO,100,democrat,1975,,POLIS,Jared,12086,,
115,House,0,21136,32,4,KS,200,republican,1963,,POMPEO,Mike,12087,,
115,Senate,1,29386,24,0,OH,200,republican,1955,,PORTMAN,Robert Jones (Rob),12088,,
115,House,0,20909,43,8,FL,200,republican,1947,,POSEY,Bill,12089,,
115,House,0,15438,47,4,NC,100,democrat,1940,,PRICE,David Eugene,12090,x,
115,House,0,20505,44,6,GA,200,republican,1954,,PRICE,Tom,12091,x,
115,House,0,20954,21,5,IL,100,democrat,1958,,QUIGLEY,Mike,12092,,
115,House,0,21549,49,4,TX,200,republican,1965,,RATCLIFFE,John,12325,,
115,Senate,1,29142,5,0,RI,100,democrat,1949,,REED,John F. (Jack),11838,x,
115,House,0,21101,13,23,NY,200,republican,1971,,REED,Thomas W. II,12094,x,
115,House,0,20536,73,8,WA,200,republican,1950,,REICHERT,David G.,12095,,
115,House,0,21164,24,16,OH,200,republican,1958,,RENACCI,Jim,12097,,
115,House,0,21359,48,7,SC,200,republican,1957,,RICE,Tom,12255,x,
115,House,0,21540,13,4,NY,100,democrat,1965,,RICE,Kathleen Maura,12319,x,
115,House,0,21137,45,2,LA,100,democrat,1973,,RICHMOND,Cedric,12099,,
115,Senate,1,40902,63,0,ID,200,republican,1943,,RISCH,James,11839,,
115,Senate,1,14852,32,0,KS,200,republican,1936,,ROBERTS,Charles Patrick (Pat),11840,,
115,House,0,21192,41,2,AL,200,republican,1976,,ROBY,Martha,12101,,
115,House,0,20947,54,1,TN,200,republican,1945,,ROE,David P. (Phil),12102,,
115,House,0,14854,51,5,KY,200,republican,1937,,ROGERS,Harold Dallas (Hal),12103,x,
115,House,0,20301,41,3,AL,200,republican,1958,,ROGERS,Mike Dennis,12104,x,
115,House,0,15621,71,48,CA,200,republican,1947,,ROHRABACHER,Dana,12105,,
115,House,0,21131,22,4,IN,200,republican,1970,,ROKITA,Todd,12106,,
115,House,0,20715,21,6,IL,200,republican,1961,,ROSKAM,Peter,12109,,
115,House,0,15634,43,27,FL,200,republican,1952,,ROS-LEHTINEN,Ileana,12108,,
115,House,0,21117,43,15,FL,200,republican,1959,,ROSS,Dennis,12110,,
115,House,0,21357,14,12,PA,200,republican,1962,,ROTHFUS,Keith,12253,,
115,Senate,1,41505,37,0,SD,200,republican,1954,,ROUNDS,Marion Michael (Mike),12341,,
115,House,0,21544,47,7,NC,200,republican,1972,,ROUZER,David,12313,,
115,House,0,29317,71,40,CA,100,democrat,1941,,ROYBAL-ALLARD,Lucille,12111,,
115,House,0,29321,71,39,CA,200,republican,1951,,ROYCE,Edward Randall,12112,,
115,Senate,1,41102,43,0,FL,200,republican,1971,,RUBIO,Marco,12113,,
115,House,0,21311,71,36,CA,100,democrat,1972,,RUIZ,Raul,12207,,
115,House,0,20329,52,2,MD,100,democrat,1946,,RUPPERSBERGER,C. A. (Dutch),12114,,
115,House,0,29346,21,1,IL,100,democrat,1946,,RUSH,Bobby L.,12115,,
115,House,0,21546,53,5,OK,200,republican,1963,,RUSSELL,Steve,12322,,
115,House,0,29939,25,1,WI,200,republican,1970,,RYAN,Paul D.,12116,x,
115,House,0,20343,24,13,OH,100,democrat,1973,,RYAN,Timothy J.,12117,x,
115,House,0,20310,71,38,CA,100,democrat,1969,,SANCHEZ,Linda T.,12149,,
115,Senate,1,29147,6,0,VT,328,independent,1941,,SANDERS,Bernard,11822,,
115,House,0,29565,48,1,SC,200,republican,1960,,SANFORD,Mark,12269,,
115,House,0,20724,52,3,MD,100,democrat,1962,,SARBANES,John,12120,,
115,Senate,1,41503,35,0,NE,200,republican,1972,,SASSE,Benjamin Eric,12343,,
115,House,0,20759,45,1,LA,200,republican,1965,,SCALISE,Steve,12121,,
115,House,0,29911,21,9,IL,100,democrat,1944,,SCHAKOWSKY,Janice D.,12122,,
115,Senate,1,41112,82,0,HI,100,democrat,1972,,SCHATZ,Brian Emanuel,12191,,
115,House,0,20104,71,28,CA,100,democrat,1960,,SCHIFF,Adam,12123,,
115,House,0,20944,72,5,OR,100,democrat,1951,,SCHRADER,Kurt,12124,,
115,Senate,1,14858,13,0,NY,100,democrat,1950,,SCHUMER,Charles Ellis (Chuck),12125,,
115,House,0,21105,61,6,AZ,200,republican,1962,,SCHWEIKERT,David,12126,,
115,House,0,21123,44,8,GA,200,republican,1969,,SCOTT,Austin,12127,x,
115,House,0,20321,44,13,GA,100,democrat,1945,,SCOTT,David,12128,x,
115,House,0,39307,40,3,VA,100,democrat,1947,,SCOTT,Robert C.,12129,x,
115,Senate,1,21173,48,0,SC,200,republican,1965,,SCOTT,Tim,12130,x,
115,House,0,14657,25,5,WI,200,republican,1943,,SENSENBRENNER,Frank James,12131,,
115,House,0,29134,13,15,NY,100,democrat,1943,,SERRANO,Jos̩ E.,12132,,
115,Senate,1,49700,41,0,AL,200,republican,1946,,SESSIONS,Jefferson Beauregard III (Jeff),11841,x,
115,House,0,29759,49,32,TX,200,republican,1955,,SESSIONS,Pete,12133,x,
115,House,0,21102,41,7,AL,100,democrat,1965,,SEWELL,Terri,12134,,
115,Senate,1,40906,4,0,NH,100,democrat,1947,,SHAHEEN,Jeanne,11842,,
115,Senate,1,94659,41,0,AL,200,republican,1934,,SHELBY,Richard C.,12135,,
115,House,0,29707,71,30,CA,100,democrat,1954,,SHERMAN,Brad,12136,,
115,House,0,29718,21,15,IL,200,republican,1958,,SHIMKUS,John M.,12137,,
115,House,0,20134,14,9,PA,200,republican,1961,,SHUSTER,William (Bill),12138,,
115,House,0,29910,63,2,ID,200,republican,1950,,SIMPSON,Michael K.,12139,,
115,House,0,21300,61,9,AZ,100,democrat,1976,,SINEMA,Kyrsten,12198,,
115,House,0,20542,12,8,NJ,100,democrat,1951,,SIRES,Albio,12140,,
115,House,0,15444,13,25,NY,100,democrat,1929,2018,SLAUGHTER,Louise McIntosh,12141,,
115,House,0,29768,73,9,WA,100,democrat,1965,,SMITH,Adam,12142,x,
115,House,0,20729,35,3,NE,200,republican,1970,,SMITH,Adrian,12143,x,
115,House,0,14863,12,4,NJ,200,republican,1953,,SMITH,Christopher Henry,12144,x,
115,House,0,15445,49,21,TX,200,republican,1947,,SMITH,Lamar Seeligson,12145,x,
115,House,0,21373,34,8,MO,200,republican,1980,,SMITH,Jason,12270,x,
115,House,0,20762,71,14,CA,100,democrat,1950,,SPEIER,Karen Lorraine Jacqueline (Jackie),12146,,
115,Senate,1,29732,23,0,MI,100,democrat,1950,,STABENOW,Deborah Ann,11823,,
115,House,0,21541,13,21,NY,200,republican,1984,,STEFANIK,Elise M,12320,,
115,House,0,21367,67,2,UT,200,republican,1960,,STEWART,Chris,12263,,
115,House,0,21163,24,15,OH,200,republican,1965,,STIVERS,Steve,12147,,
115,Senate,1,41500,81,0,AK,200,republican,1964,,SULLIVAN,Daniel Scott,12337,,
115,House,0,21306,71,15,CA,100,democrat,1980,,SWALWELL,Eric,12203,,
115,House,0,21312,71,41,CA,100,democrat,1960,,TAKANO,Mark,12208,,
115,Senate,1,40702,64,0,MT,100,democrat,1956,,TESTER,Jon,11824,,
115,House,0,29368,46,2,MS,100,democrat,1948,,THOMPSON,Bennie,12150,x,
115,House,0,29901,71,5,CA,100,democrat,1951,,THOMPSON,Michael,12151,x,
115,House,0,20946,14,5,PA,200,republican,1959,,THOMPSON,Glenn,12152,x,
115,House,0,29572,49,13,TX,200,republican,1958,,THORNBERRY,William McClellan (Mac),12153,,
115,Senate,1,29754,37,0,SD,200,republican,1961,,THUNE,John,12154,,
115,House,0,20130,24,12,OH,200,republican,1962,,TIBERI,Patrick (Pat),12155,,
115,Senate,1,41504,47,0,NC,200,republican,1960,,TILLIS,Thomas Roland (Thom),12340,,
115,House,0,21111,62,3,CO,200,republican,1956,,TIPTON,Scott,12156,,
115,House,0,20927,65,1,NV,100,democrat,1950,,TITUS,Alice (Dina),12196,,
115,House,0,20934,13,20,NY,100,democrat,1949,,TONKO,Paul,12157,,
115,Senate,1,29935,14,0,PA,200,republican,1961,,TOOMEY,Patrick Joseph,12158,,
115,House,0,21508,71,35,CA,100,democrat,1965,,TORRES,Norma Judith,12290,,
115,House,0,21528,23,11,MI,200,republican,1960,,TROTT,David A.,12308,,
115,House,0,20754,3,3,MA,100,democrat,1946,,TSONGAS,Nicola S. (Niki),12159,,
115,House,0,20342,24,10,OH,200,republican,1960,,TURNER,Michael R.,12160,,
115,Senate,1,29924,66,0,NM,100,democrat,1948,,UDALL,Thomas (Tom),11843,,
115,House,0,15446,23,6,MI,200,republican,1953,,UPTON,Frederick Stephen,12161,,
115,House,0,21307,71,21,CA,200,republican,1977,,VALADAO,David G.,12204,,
115,Senate,1,20330,52,0,MD,100,democrat,1959,,VAN HOLLEN,Christopher,12162,,
115,House,0,21314,71,51,CA,100,democrat,1961,,VARGAS,Juan,12210,,
115,House,0,21365,49,33,TX,100,democrat,1971,,VEASEY,Marc,12261,,
115,House,0,21366,49,34,TX,100,democrat,1963,,VELA,Filemon,12262,,
115,House,0,29378,13,7,NY,100,democrat,1953,,VELAZQUEZ,Nydia M.,12163,,
115,House,0,15124,22,1,IN,100,democrat,1949,,VISCLOSKY,Peter,12164,,
115,House,0,21337,34,2,MO,200,republican,1962,,WAGNER,Ann,12232,,
115,House,0,20725,23,7,MI,200,republican,1951,,WALBERG,Tim,12166,,
115,House,0,29932,72,2,OR,200,republican,1957,,WALDEN,Greg,12167,,
115,House,0,21543,47,6,NC,200,republican,1969,,WALKER,Bradley Mark,12342,,
115,House,0,21330,22,2,IN,200,republican,1963,,WALORSKI,Jackie,12222,,
115,House,0,21509,71,45,CA,200,republican,1962,,WALTERS,Mimi,12291,,
115,House,0,20726,33,1,MN,100,democrat,1964,,WALZ,Tim,12168,,
115,Senate,1,40909,40,0,VA,100,democrat,1954,,WARNER,Mark,11844,,
115,Senate,1,41301,3,0,MA,100,democrat,1949,,WARREN,Elizabeth,12226,,
115,House,0,20504,43,23,FL,100,democrat,1966,,WASSERMAN SCHULTZ,Debbie,12169,,
115,House,0,29106,71,43,CA,100,democrat,1938,,WATERS,Maxine,12170,,
115,House,0,21538,12,12,NJ,100,democrat,1945,,WATSON COLEMAN,Bonnie,12316,,
115,House,0,21360,49,14,TX,200,republican,1953,,WEBER,Randy,12257,,
115,House,0,21116,43,11,FL,200,republican,1949,,WEBSTER,Daniel A.,12171,,
115,House,0,20750,6,1,VT,100,democrat,1947,,WELCH,Peter,12172,,
115,House,0,21351,24,2,OH,200,republican,1958,,WENSTRUP,Brad,12247,,
115,House,0,21563,42,4,AR,200,republican,1967,,WESTERMAN,Bruce Eugene,12283,,
115,Senate,1,40704,5,0,RI,100,democrat,1955,,WHITEHOUSE,Sheldon,11825,,
115,Senate,1,29534,46,0,MS,200,republican,1951,,WICKER,Roger F.,11827,,
115,House,0,21364,49,25,TX,200,republican,1949,,WILLIAMS,Roger,12260,,
115,House,0,20138,48,2,SC,200,republican,1947,,WILSON,Addison Graves (Joe),12174,x,
115,House,0,21118,43,24,FL,100,democrat,1942,,WILSON,Frederica,12175,x,
115,House,0,20756,40,1,VA,200,republican,1959,,WITTMAN,Robert J.,12176,,
115,House,0,21108,42,3,AR,200,republican,1957,,WOMACK,Steve,12177,,
115,House,0,21122,44,7,GA,200,republican,1970,,WOODALL,Rob,12178,,
115,Senate,1,14871,72,0,OR,100,democrat,1949,,WYDEN,Ronald Lee,12179,,
115,House,0,20723,51,3,KY,100,democrat,1947,,YARMUTH,John,12180,,
115,House,0,21135,32,3,KS,200,republican,1976,,YODER,Kevin,12181,,
115,House,0,21317,43,3,FL,200,republican,1955,,YOHO,Ted,12213,,
115,House,0,14066,81,1,AK,200,republican,1933,,YOUNG,Donald Edwin,12182,x,
115,Senate,1,21133,22,0,IN,200,republican,1972,,YOUNG,Todd,12183,x,
115,House,0,21521,31,3,IA,200,republican,1968,,YOUNG,David,12300,x,
115,House,0,21539,13,1,NY,200,republican,1980,,ZELDIN,Lee M,12318,,
115,House,0,21532,64,1,MT,200,republican,1961,,ZINKE,Ryan,12312,,
